prop_handle,enum_value,term_value,description,model_handle,version_string,node_handle
breed,Kai Ken,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Karelian Bear Dog,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Keeshond,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Kerry Blue Terrier,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Kishu Ken,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Komondor,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Kromfohrlander,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Kuvasz,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Labrador Retriever,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Lagotto Romagnolo,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Lakeland Terrier,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Lancashire Heeler,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Lapponian Herder,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Leonberger,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Lhasa Apso,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Lowchen,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Maltese,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Manchester Terrier,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Mastiff,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Miniature American Shepherd,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Miniature Bull Terrier,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Miniature Dachshund,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Miniature Pinscher,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Miniature Schnauzer,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Mixed Breed,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Mountain Cur,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Mudi,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Neapolitan Mastiff,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Nederlandse Kooikerhondje,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Newfoundland,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Norfolk Terrier,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Norrbottenspets,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Norwegian Buhund,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Norwegian Elkhound,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Norwegian Lundehund,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Norwich Terrier,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Nova Scotia Duck Tolling Retriever,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Old English Sheepdog,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Other,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Otterhound,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Papillon,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Parson Russell Terrier,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Pekingese,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Pembroke Welsh Corgi,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Perro de Presa Canario,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Peruvian Inca Orchid,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Petit Basset Griffon Vendeen,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Pharaoh Hound,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Plott Hound,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Pointer,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Polish Lowland Sheepdog,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Pomeranian,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Poodle,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Porcelaine,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Portuguese Podengo,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Portuguese Podengo Pequeno,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Portuguese Pointer,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Portuguese Sheepdog,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Portuguese Water Dog,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Pudelpointer,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Pug,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Puli,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Pumi,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Pyrenean Mastiff,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Pyrenean Shepherd,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Rafeiro do Alentejo,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Rat Terrier,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Redbone Coonhound,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Rhodesian Ridgeback,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Romanian Mioritic Shepherd Dog,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Rottweiler,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Russell Terrier,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Russian Toy,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Russian Tsvetnaya Bolonka,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Saint Bernard,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Saluki,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Samoyed,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Schapendoes,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Schipperke,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Scottish Deerhound,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Scottish Terrier,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Sealyham Terrier,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Segugio Italiano,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Shetland Sheepdog,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Shiba Inu,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Shih Tzu,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Shikoku,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Siberian Husky,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Silky Terrier,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Skye Terrier,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Sloughi,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Slovakian Wirehaired Pointer,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Slovensky Cuvac,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Slovensky Kopov,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Small Munsterlander Pointer,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Smooth Fox Terrier,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Soft Coated Wheaten Terrier,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Spanish Mastiff,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Spanish Water Dog,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Spinone Italiano,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Stabyhoun,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Staffordshire Bull Terrier,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Standard Schnauzer,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Sussex Spaniel,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Swedish Lapphund,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Swedish Vallhund,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Taiwan Dog,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Teddy Roosevelt Terrier,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Thai Ridgeback,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Tibetan Mastiff,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Tibetan Spaniel,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Tibetan Terrier,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Tornjak,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Tosa,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Toy Fox Terrier,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Toy Poodle,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Transylvanian Hound,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Treeing Tennessee Brindle Coonhound,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Treeing Walker Coonhound,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Unknown,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Vizsla,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Weimaraner,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Welsh Springer Spaniel,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Welsh Terrier,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,West Highland White Terrier,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Wetterhoun,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Whippet,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Wire Fox Terrier,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Wirehaired Pointing Griffon,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Wirehaired Vizsla,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Working Kelpie,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Xoloitzcuintli,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Yakutian Laika,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
breed,Yorkshire Terrier,,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",,,
sex,Male,,The biological sex of the patient/subject/donor.,,,
sex,Female,,The biological sex of the patient/subject/donor.,,,
sex,Unknown,,The biological sex of the patient/subject/donor.,,,
neutered_indicator,Yes,,Indicator as to whether the patient/subject/donor has been either spayed (female subjects) or neutered (male subjects).,,,
neutered_indicator,No,,Indicator as to whether the patient/subject/donor has been either spayed (female subjects) or neutered (male subjects).,,,
neutered_indicator,Unknown,,Indicator as to whether the patient/subject/donor has been either spayed (female subjects) or neutered (male subjects).,,,
disease_term,B Cell Lymphoma,,The primary disease condition with which the patient/subject/donor was diagnosed.,,,
disease_term,Bladder Cancer,,The primary disease condition with which the patient/subject/donor was diagnosed.,,,
disease_term,Diffuse Large B Cell Lymphoma,,The primary disease condition with which the patient/subject/donor was diagnosed.,,,
disease_term,Fibrolipoma,,The primary disease condition with which the patient/subject/donor was diagnosed.,,,
disease_term,Glioma,,The primary disease condition with which the patient/subject/donor was diagnosed.,,,
disease_term,Healthy Control,,The primary disease condition with which the patient/subject/donor was diagnosed.,,,
disease_term,Hemangiosarcoma,,The primary disease condition with which the patient/subject/donor was diagnosed.,,,
disease_term,Histiocytic Sarcoma,,The primary disease condition with which the patient/subject/donor was diagnosed.,,,
disease_term,Lipoma,,The primary disease condition with which the patient/subject/donor was diagnosed.,,,
disease_term,Lymphoma,,The primary disease condition with which the patient/subject/donor was diagnosed.,,,
disease_term,Mammary Cancer,,The primary disease condition with which the patient/subject/donor was diagnosed.,,,
disease_term,Mast Cell Tumor,,The primary disease condition with which the patient/subject/donor was diagnosed.,,,
disease_term,Melanoma,,The primary disease condition with which the patient/subject/donor was diagnosed.,,,
disease_term,Osteosarcoma,,The primary disease condition with which the patient/subject/donor was diagnosed.,,,
disease_term,Pulmonary Neoplasms,,The primary disease condition with which the patient/subject/donor was diagnosed.,,,
disease_term,Soft Tissue Sarcoma,,The primary disease condition with which the patient/subject/donor was diagnosed.,,,
disease_term,Splenic Hematoma,,The primary disease condition with which the patient/subject/donor was diagnosed.,,,
disease_term,Splenic Hyperplasia,,The primary disease condition with which the patient/subject/donor was diagnosed.,,,
disease_term,T Cell Leukemia,,The primary disease condition with which the patient/subject/donor was diagnosed.,,,
disease_term,T Cell Lymphoma,,The primary disease condition with which the patient/subject/donor was diagnosed.,,,
disease_term,Thyroid Cancer,,The primary disease condition with which the patient/subject/donor was diagnosed.,,,
disease_term,Unknown,,The primary disease condition with which the patient/subject/donor was diagnosed.,,,
disease_term,Urothelial Carcinoma,,The primary disease condition with which the patient/subject/donor was diagnosed.,,,
primary_disease_site,Abdomen,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Bladder,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,"Bladder, Prostate",,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,"Bladder, Urethra",,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,"Bladder, Urethra, Prostate",,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,"Bladder, Urethra, Vagina",,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Bone,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Bone (Appendicular),,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Bone (Axial),,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Bone Marrow,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Brain,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Carpus,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Chest Wall,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Cranial Sternum,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Distal Urethra,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Elbow Joint,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Femur,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Flank,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Hip,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Hock,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Humerus,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Inguinal Region,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Kidney,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Knee Region,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Lip,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Lung,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Lymph Node,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Mammary Gland,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Mandible,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Maxilla,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Mouth,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Neck,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Not Applicable,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Pleural Cavity,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Rib Region,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Shoulder,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Skin,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Spleen,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Subcutis,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Tarsus,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Thigh,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Thorax,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Thyroid Gland,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Unknown,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Urethra,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,"Urethra, Prostate",,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Urinary Tract,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
primary_disease_site,Urogenital Tract,,"The anatomical location at which the primary disease originated, recorded in relatively general terms at the subject level; the anatomical locations from which tumor samples subject to downstream analysis were acquired is recorded in more detailed terms at the sample level.",,,
