prop_handle,enum_value,term_value,description,model_handle,version_string,node_handle
diagnosis,Intraductal papillary mucinous neoplasm with an associated invasive carcinoma,Intraductal papillary mucinous neoplasm with an associated invasive carcinoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Intravascular large B-cell lymphoma,Intravascular large B-cell lymphoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Juvenile myelomonocytic leukemia, NOS","Juvenile myelomonocytic leukemia, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Juvenile xanthogranuloma,Juvenile xanthogranuloma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Lactotroph adenoma,Lactotroph adenoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Langerhans cell histiocytosis,Langerhans cell histiocytosis,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Langerhans cell histiocytosis, disseminated","Langerhans cell histiocytosis, disseminated","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Langerhans cell histiocytosis, NOS","Langerhans cell histiocytosis, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Large cell medulloblastoma,Large cell medulloblastoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Leiomyoma, NOS","Leiomyoma, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Leiomyosarcoma, NOS","Leiomyosarcoma, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Lentiginous melanocytic nevus,Lentiginous melanocytic nevus,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Leukemia, NOS","Leukemia, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Leydig cell tumor, benign","Leydig cell tumor, benign","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Leydig cell tumor, NOS","Leydig cell tumor, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Lipoblastomatosis,Lipoblastomatosis,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Lipofibromatosis,Lipofibromatosis,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Liposarcoma, NOS","Liposarcoma, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Lobular carcinoma in situ, NOS","Lobular carcinoma in situ, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Low cumulative sun damage melanoma,Low cumulative sun damage melanoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Low-Grade Glioma,Low-Grade Glioma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Low-grade glioma, NOS or NEC","Low-grade glioma, NOS or NEC","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Lymphangioma, NOS","Lymphangioma, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Lymphoepithelial carcinoma,Lymphoepithelial carcinoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Lymphoid leukemia, NOS","Lymphoid leukemia, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Lymphomatoid granulomatosis,Lymphomatoid granulomatosis,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Lymphoproliferative disorder, NOS","Lymphoproliferative disorder, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Malignant eccrine spiradenoma,Malignant eccrine spiradenoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Malignant histiocytosis,Malignant histiocytosis,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Malignant lymphoma, non-Hodgkin, NOS","Malignant lymphoma, non-Hodgkin, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Malignant lymphoma, NOS","Malignant lymphoma, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Malignant melanoma arising in giant congenital nevus,Malignant melanoma arising in giant congenital nevus,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Malignant melanoma, NOS","Malignant melanoma, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Malignant melanotic nerve sheath tumor,Malignant melanotic nerve sheath tumor,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Malignant peripheral nerve sheath tumor,Malignant peripheral nerve sheath tumor,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Malignant peripheral nerve sheath tumor with rhabdomyoblastic differentiation,Malignant peripheral nerve sheath tumor with rhabdomyoblastic differentiation,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Malignant peripheral nerve sheath tumor, NOS","Malignant peripheral nerve sheath tumor, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Malignant tumor, small cell type","Malignant tumor, small cell type","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Malignant tumor, spindle cell type","Malignant tumor, spindle cell type","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,MALT lymphoma of the dura,MALT lymphoma of the dura,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Marginal zone B-cell lymphoma, NOS","Marginal zone B-cell lymphoma, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Mast cell leukemia,Mast cell leukemia,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Mature T- and NK-cell lymphomas,Mature T- and NK-cell lymphomas,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Mature T-cell lymphoma, NOS","Mature T-cell lymphoma, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Mature teratoma,Mature teratoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Mediastinal large B-cell lymphoma,Mediastinal large B-cell lymphoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Medullary carcinoma, NOS","Medullary carcinoma, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Medulloblastoma,Medulloblastoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Medulloblastoma, Group 3","Medulloblastoma, Group 3","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Medulloblastoma, Group 4","Medulloblastoma, Group 4","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Medulloblastoma, non-WNT/non-SHH","Medulloblastoma, non-WNT/non-SHH","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Medulloblastoma, NOS","Medulloblastoma, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Medulloblastoma, NOS or NEC","Medulloblastoma, NOS or NEC","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Medulloblastoma, SHH-activated and TP53-mutant","Medulloblastoma, SHH-activated and TP53-mutant","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Medulloblastoma, SHH-activated and TP53-wildtype","Medulloblastoma, SHH-activated and TP53-wildtype","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Medulloblastoma, WNT-activated","Medulloblastoma, WNT-activated","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Medulloblastoma, WNT-activated, NOS","Medulloblastoma, WNT-activated, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Medulloepithelioma, NOS","Medulloepithelioma, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Medullary thyroid carcinoma,Medullary thyroid carcinoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Melanoma in situ,Melanoma in situ,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Melanotic neuroectodermal tumor,Melanotic neuroectodermal tumor,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Melanotic schwannoma,Melanotic schwannoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Meningeal melanocytic neoplasms (includes melanoma),Meningeal melanocytic neoplasms (includes melanoma),"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Meningeal melanocytoma,Meningeal melanocytoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Meningeal melanocytoma and meningeal melanoma,Meningeal melanocytoma and meningeal melanoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Meningeal melanocytosis and meningeal melanomatosis,Meningeal melanocytosis and meningeal melanomatosis,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Meningeal melanomatosis,Meningeal melanomatosis,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Meningioma,Meningioma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Meningioma, malignant","Meningioma, malignant","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Meningioma, NOS","Meningioma, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Meningiomatosis, NOS","Meningiomatosis, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Meningothelial meningioma,Meningothelial meningioma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Merkel cell carcinoma,Merkel cell carcinoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Mesenchymal chondrosarcoma,Mesenchymal chondrosarcoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Mesenchymoma, NOS","Mesenchymoma, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Mesoblastic nephroma,Mesoblastic nephroma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Mesothelioma, biphasic, malignant","Mesothelioma, biphasic, malignant","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Metastases to the brain and spinal cord parenchyma,Metastases to the brain and spinal cord parenchyma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Metastases to the meninges,Metastases to the meninges,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Metastatic signet ring cell carcinoma,Metastatic signet ring cell carcinoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Mixed germ cell tumor,Mixed germ cell tumor,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Mixed phenotype acute leukemia with t(v;11q23); MLL rearranged,Mixed phenotype acute leukemia with t(v;11q23); MLL rearranged,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Mixed phenotype acute leukemia, B/myeloid, NOS","Mixed phenotype acute leukemia, B/myeloid, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Mixed phenotype acute leukemia, T/myeloid, NOS","Mixed phenotype acute leukemia, T/myeloid, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Mixed type rhabdomyosarcoma,Mixed type rhabdomyosarcoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Mucinous adenoma,Mucinous adenoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Mucinous adenocarcinoma,Mucinous adenocarcinoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Mucinous cystadenocarcinoma, NOS","Mucinous cystadenocarcinoma, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Mucinous cystic tumor of borderline malignancy,Mucinous cystic tumor of borderline malignancy,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Mucoepidermoid carcinoma,Mucoepidermoid carcinoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Multinodular and vacuolating neuronal tumor,Multinodular and vacuolating neuronal tumor,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Mycosis fungoides,Mycosis fungoides,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Myelodysplastic syndrome with excess blasts,Myelodysplastic syndrome with excess blasts,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Myelodysplastic syndrome with multilineage dysplasia,Myelodysplastic syndrome with multilineage dysplasia,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Myelodysplastic syndrome with single lineage dysplasia,Myelodysplastic syndrome with single lineage dysplasia,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Myelodysplastic syndrome, NOS","Myelodysplastic syndrome, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Myeloid leukemia associated with Down syndrome,Myeloid leukemia associated with Down syndrome,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Myeloid leukemia, NOS","Myeloid leukemia, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Myeloid sarcoma,Myeloid sarcoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Myeloproliferative neoplasm, unclassifiable","Myeloproliferative neoplasm, unclassifiable","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Myoepithelial carcinoma,Myoepithelial carcinoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Myofibroblastic sarcoma,Myofibroblastic sarcoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Myofibroblastic tumor, NOS","Myofibroblastic tumor, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Myofibroma,Myofibroma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Myofibromatosis,Myofibromatosis,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Myxofibrosarcoma,Myxofibrosarcoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Myxoid chondrosarcoma,Myxoid chondrosarcoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Myxoid glioneuronal tumor,Myxoid glioneuronal tumor,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Myxoid liposarcoma,Myxoid liposarcoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Myxopapillary ependymoma,Myxopapillary ependymoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Myxosarcoma,Myxosarcoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Neoplasm, benign","Neoplasm, benign","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Neoplasm, malignant","Neoplasm, malignant","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Neoplasm, malignant, uncertain whether primary or metastatic","Neoplasm, malignant, uncertain whether primary or metastatic","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Neoplasm, metastatic","Neoplasm, metastatic","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Neoplasm, uncertain whether benign or malignant","Neoplasm, uncertain whether benign or malignant","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Nephroblastoma, NOS","Nephroblastoma, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Neuroblastoma,Neuroblastoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Neuroblastoma, NOS","Neuroblastoma, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Neuroendocrine carcinoma, NOS","Neuroendocrine carcinoma, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Neuroendocrine tumor, NOS","Neuroendocrine tumor, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Neuroepithelioma, NOS","Neuroepithelioma, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Neurofibroma,Neurofibroma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Neurofibroma, NOS","Neurofibroma, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Neurofibromatosis, NOS","Neurofibromatosis, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Neuroma, NOS","Neuroma, NOS","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Nodular melanoma,Nodular melanoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Non-invasive follicular thyroid neoplasm with papillary-like nuclear features (NIFTP),Non-invasive follicular thyroid neoplasm with papillary-like nuclear features (NIFTP),"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Nuclear protein in testis (NUT)-associated carcinoma,Nuclear protein in testis (NUT)-associated carcinoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Odontogenic carcinosarcoma,Odontogenic carcinosarcoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,"Odontogenic tumor, malignant","Odontogenic tumor, malignant","The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Olfactory neuroblastoma,Olfactory neuroblastoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
diagnosis,Olfactory neurocytoma,Olfactory neurocytoma,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",C3DC,4.0.5,diagnosis
